店铺名称,类别,评分,所属片区,纬度,经度,详细地址,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜
龙泉西点蛋糕(南沙店),甜点饮品,4.7,南沙路,20.00566,110.327057,龙华区南沙路坡博市场入口,8.5代10元;,,0898-66753576,601,,"蛋糕面包,酸奶,面包,蛋糕土司"
丁村万人海鲜广场三亚湾6号,海鲜,5,丁村万人海鲜广场,19.970873,110.343212,龙华区龙昆南路延长线迎宾大道丁村万人海鲜广场内,2-3人餐288元，3-4人餐358元，4人餐388元，5-6人餐568元，6人餐668元，8人餐799元起，8-10人餐968元，10-12人餐1488元;,周一至周日 10:00-23:00,13519828303,599,,
玛迪奥烘焙,蛋糕,5,龙华区,20.005402,110.330691,龙华区龙昆南路坡博村1号第1间铺面,11.8元芒果榴莲班戟，13.8元芒果榴莲蛋糕切件，88元蛋糕6选1，98元蛋糕2选1，108元蛋糕6选1，14英寸蛋糕118元起，138元蛋糕6选1，二层芭比奶油蛋糕138元，18英寸蛋糕158元起，168元蛋糕6选1，二层芭比奶油蛋糕178元，三层欧式水果蛋糕208元，22英寸蛋糕238元起，二层芭比奶油蛋糕258元，26英寸蛋糕308元起，三层欧式水果蛋糕318元，二层芭比奶油蛋糕328元，...;8.8代10元;,周一至周日 06:30-23:30,18789885522,599,,
盖帽蒸汽石锅鱼,鱼火锅,4,国兴大润发,20.020331,110.376335,美兰区美贤路桫椤湾东口内进150米（盛达景都）,88代100元;,周一至周日 午市 11:00-13:30 晚市 17:30-21:00,0898-65374424,601,,
三湘人家(万达店),湘菜,3.2,万达广场,19.979294,110.278576,秀英区万达广场三楼3012-3013室,89代100元;,周一至周日 09:30-14:00 16:30-21:00,13307558682,598,,
嘉艺坊(高登街店),甜点饮品,3.9,高登街,19.995635,110.352216,琼山区高登西街56号市建设局宿舍1层01铺面,8.8代10元，16.9代20元;,周一至周日 07:00-23:00,0898-66779598,596,,"绿菠天使,毛毛虫面包,芝士蛋糕,芒果杯,杨支甘露,面包甜点,巧蓝至尊,朱古力蛋糕,柔情似水,果冻布丁杯,新巧克力切件,原味切件,小蛋糕"
金色阳光温泉度假酒店宝景风味厅,其他美食,3.9,西海岸,20.058393,110.188124,秀英区滨海大道278号长滨五路口（国际会展中心旁）酒店一楼餐厅,双人餐98元，4-6人餐198元，6-8人餐298元;,周一至周日 午市 11:00-13:30 晚市 17:30-21:00  非营业时段 2018-02-26至2018-03-02 全天,0898-68728899,596,,
自然果蛋糕坊(解放南店),甜点饮品,4,东方广场,19.511437,109.573639,儋州市解放路272号（一小斜对面）,黑美人蛋糕85.8元，金玉满堂99.8元，黑美人蛋糕108.8元，金玉满堂128.8元，黑美人蛋糕131.8元，金玉满堂158.8元;,周一至周日 06:30-23:00,0898-23310598,595,,"原味蛋挞,巧克力脆皮迷你,手撕包,黑美人蛋糕,手撕面包,迷你蛋糕,巧克力脆皮蛋糕,蓝莓酱,巧克力奶油,杨枝甘露,三明治"
酸菜鱼王(中兴第二分店),酸菜鱼,3,中兴大街,19.51965,109.589855,儋州市中兴大街海航新天地正对面,3-4人餐98元，3-4人餐158元，5-6人餐218元，5-6人餐228元，7-8人餐298元，9-10人餐328元;85代100元;,周一至周日 09:00-14:00 16:30-02:00,13876807986,594,,
小幺鸡跳跳蛙,火锅,4.4,海甸岛,20.061395,110.331345,美兰区海甸五西路19号第一栋临街一楼铺面（近中国进出口银行）,9.5折（买单立享）;2-3人餐59.9元，双人餐69.9元，4-5人餐108元，4-5人餐109元;,,15289898299,593,,"豆瓣,跳跳蛙,黄骨鱼,烤鱼,牛肉丸,芽菜炒饭"
布朗尼(上邦店),蛋糕,3.5,上邦百汇城,20.020772,110.324996,龙华区龙华路上邦百汇城创业街入口处（海南省海口市龙华区侨中学东侧龙华西路44号）,"6英寸欧式水果蛋糕（helloKitty海绵宝宝、多啦a梦）免费赠送蜡烛、配送叉盘-48元，18厘米生日蛋糕--领先推出蛋糕店送货上门贴心服务的理念,同城3公里可免费配送到家!66元，68.8元蛋糕11选1，8英寸蛋糕69元起，8英寸蛋糕69元起，8英寸方型生日蛋糕--领先推出蛋糕店送货上门贴心服务的理念,同城3公里可免费配送到家！--78元，欧式水果蛋糕78.8元，水果缤纷8英寸蛋糕--领先推出...;",周一至周日 07:00-23:00,13379800892,592,,泡泡浴蛋糕
顺德醉鹅坊(海南总店),其他美食,3.5,琼山区,19.993585,110.360433,琼山区府城中山南路42-1号,3-4人餐139元，5-6人餐198元，6-8人餐328元;,周一至周日 11:00-14:00 17:00-21:00,0898-65929226,592,,
秀水小镇,其他美食,5,滨涯路,20.002847,110.313841,龙华区金牛路老稻美食街（金牛路金垦街交叉口南100米路东）,4-5人餐199元，6人餐368元，7-8人餐458元;50代100元，88代100元;,周一至周日 10:00-21:30,0898-66975669,590,,"黄瓜拌蛰头,蚂蚁上树,豆花鱼片,巧伴木耳,自制一品豆腐,米饭,果盘,山东肉丸,时蔬,黄金养生盅,秀水小披萨,秀水小炒,黄金伴蛰头,自制酱牛肉,橄榄菜豆角,凉拌木耳,龙骨鱼头豆腐汤,菇肉相连,明炉酸汤鱼,香芋地瓜丸"
华香酒楼,海南菜,4.1,龙华区,20.035479,110.340955,龙华区大同路17号海南华侨大厦2楼,每满100减22，每满100减22（买单立享）;3-4人餐168元，6人餐308元，8人餐488元，10人餐568元;85代100元;,周一至周日 11:30-20:00,0898-66707899,586,,"蜜汁乳鸽,腌面,脆茄盒,上汤小芥菜,紫菜蛋花汤,文昌鸡,糖醋河上鲜,冬瓜海蚌汤,美极白玉菇,上汤芥菜,乳鸽,八宝饭,春花卷,海南粉,虎皮凤爪,掌中宝,藕煎肉饼,福寿鱼,冬瓜海白汤,海南粉丝,果盘西瓜,海白汤,泰汁豆腐,铁板牛肉,松子玉米,鱼肉,白斩鸡,糖醋鱼,红烧海参,泰汁脆豆腐,秋葵炒牛肉,松仁玉米,茄子,鹅肉,刺龟鱼老鸡排骨汤,烤乳猪,菠萝炒牛肉,香炸虾,木耳淮山,拍黄瓜"
德品轩,甜点饮品,3.9,海秀中路,20.015138,110.31031,龙华区海秀中路海垦天桥旁华侨新村4栋103室,迷你水果蛋糕11.9元，88元蛋糕2选1，10寸粉红公主心/欧式水果蛋糕88元，12英寸蛋糕128元起，138元蛋糕2选1，14英寸欧式148元，麻将蛋糕178元，单车架创意蛋糕288元;,周一至周日 06:30-11:00,0898-31666987/18976578083,586,,"白巧克力,慕斯蛋糕"
米逗创意餐吧,快餐,4.5,恒大名都,19.531388,109.58565,儋州市那大恒大名都2期14栋105号铺(第二法院后门正对面),9.9元法式芭菲，36元贵族单人餐B，38元偷闲下午茶，42元贵族单人餐A，48元甜蜜下午茶，78元午市双人餐，86元肉食双人餐，168元超级4人套餐，198元超值4人套餐B;,00:00-24:00,0898-23882926/18289333200,585,,"奥利奥盆栽冰激凌,奥利奥盆栽,意大利面,1,熟牛肉,沙朗牛排,澳洲牛肉粒pizza,盆栽冰淇淋"
呱呱跳香辣坊,火锅,3.5,澄迈老城镇,19.957361,110.126228,澄迈县澄江南路55号附近（跃海富商务酒店旁）,3-4人餐98元，4-6人餐138元;88代100元;,周一至周日 17:00-00:00,15008001511,584,,
永恒蛋糕店(大致坡分店),甜点饮品,4,文昌,19.744719,110.774467,文昌市镇园林西街集贸市场右侧1号铺,每满100减13，每满20减2（买单立享）;3.5元精品双皮奶，10寸水果蛋糕145元，永恒12寸水果蛋糕195元;90代100元;,周一至周日 09:00-22:30,0898-65799945,581,永恒蛋糕店作为文昌著名的老牌糕点店品牌，经历了几年的技术改良和创新，秉承了独有的配方技术，渗透了蛋糕工艺的制作精髓；把蛋糕努力制作成最适合文昌人口味的美味是文昌蛋糕的**的心愿。甜而不腻，入口即化，淡雅可口，款式新颖是文昌蛋糕的一贯特色。永恒蛋糕在文昌市拥有十六家分店，会根据您的要求**时间制作，**时间送达您的手中。让每一个客户从永恒蛋糕中感受到从未有过的真正实惠是我们追求的经营理念；让每个文昌人都能吃到永恒蛋糕是我们的毕生奋斗目标。,"提拉米苏,千层芒果蛋糕,蓝莓芝士,巧克力奶茶,意式披萨,喜气洋洋,法式乳酪礼饼,香芋奶茶,清香奶茶,招牌咖啡,卡布奇诺,芝士三文治,芝士奶茶,黑糖奶茶,草莓奶茶,法式乳酪饼,韩式蓝莓千层蛋糕,韩式草莓千层蛋糕,麦香奶茶,果王榴莲冰皮,千层榴莲蛋糕,蛋挞"
佳奇西点蛋糕连锁店,甜点饮品,3,东海路,19.10723,108.657983,东方市东海路62-1号,每满30减5（买单立享）;奶酪蛋糕12元，马卡龙水果蛋糕80元，11寸叮当猫蛋糕88元，11英寸蛋糕88元起，杏仁水果蛋糕98元，11寸白雪公主蛋糕128元，浪漫风情218元;,周一至周日 06:30-23:30,0898-25530988,581,,"提拉米苏,黑巧克力芒果芝士蛋糕,白巧克力樱桃芝士蛋糕,红心番石榴蛋糕系列,芒果蛋糕系列,杨枝甘露蛋糕系列"
寻鱼(海垦广场店),烤鱼,5,海秀中路,20.016801,110.309688,龙华区海秀中路71号海垦广场北区风情街三楼S305,70代100元，89.9代100元;,周一至周日 11:00-22:00,0898-68961535,595,,
甘肃兰州-新客来火锅,火锅,4.7,银海路,19.258472,110.457429,琼海市银海路公安局隔壁,2-3人餐78元，双人餐89元，4-6人餐189元，8-10人餐408元;,周一至周日 07:00-21:00,0898-62924009,579,,"青菜,牛丸,白豆腐,蘸酱,小葱,羊腿肉,纸巾,大白菜,米饭,菜心,生菜,韭菜,空心菜,皇帝菜,娃娃菜,油麦菜,开锅羊汤煲,鲜切羊肉/牛肉,鲜切羊脖子或鲜切肋条,上品毛肚,时蔬拼盘,鸡胗,海鲜菇,土豆,海带,红薯粉,油麦花生米,鲜切羊蝎子,鲜切羊脖子,鲜切后腿肉,开锅羊肉煲,三鲜锅,麻辣锅,脆皮肠,撒尿牛丸,骨头,平菇,绵羊肉,鲜羊肉,鲜切牛肉,鲜切羊肉,鱼丸,虾丸,蟹肉棒,鹌鹑蛋,金针菇,木耳,香菇,腐竹,白萝卜,鲜切豆腐,豆皮,豆芽,油碗,蟹柳,羊蝎子骨,羊排,鲜切肋条,宽粉"
黎记琼海清补凉(海甸岛店),传统甜品,4.9,海甸岛,20.053964,110.350466,美兰区海甸三东路（海甸岛和平大道银谷苑102号）,7.8元美味芒果肠粉;,周一至周日 12:30-23:30,13807595520/18689595518,585,,
餐迎天下湘菜酒楼,湘菜,4,儋州,19.735088,109.209621,儋州市洋浦经济开发区远洋路新恒基大厦10号铺面,2-3人餐78元，5-6人餐158元;,周一至周日 09:30-13:30 16:30-21:00,0898-36996586,578,餐迎天下酒楼位于远洋路恒基大厦首层，主营湘菜，多年老店，口味深受新老朋友喜爱，服务好，太度好，出品好，老板人更好。欢迎美团会员订购！,"小炒肉,芹菜香干,剁椒鱼头,青炒时蔬,1,水晶粉,凉伴木耳,茄子豆角,冬瓜海白汤,农家小炒肉"
彼岸,咖啡厅,5,博鳌,19.163518,110.586937,琼海市海滨街25号中国邮政旁,9.8折（买单立享）;21.8元单人餐;,周一至周日 11:00-00:00,18876763051,578,,"抹茶星冰乐,辣炒年糕,香芋丸,抹茶"
老字号铜锅涮,火锅,5,文昌,19.545917,110.823714,文昌市文城镇高隆湾旅游大道广源海鲜坊对面,88代100元;,周一至周日 11:00-23:00,13118988889,578,,"极品羔羊肉,新鲜海带,腐竹,火锅,面条,极品肥牛,特级肥牛,麻酱,自助小料,炒鸡,牛羊肉,鸳鸯锅,代金劵"
香约小站,奶茶/果汁,5,美兰区,20.032252,110.369777,美兰区青年路美兰区人民法院往美苑路方向前行50米,8折（买单立享）;8.8元芒果班戟，12元甜点＋饮品单人套餐，19元榴莲班戟，56元蛋糕2选1，68元蛋糕2选1，浪漫渐变色玫瑰蛋糕68元，8英寸蛋糕88元起，榴莲千层蛋糕98元，8寸数码照片蛋糕119元，136元蛋糕3选1，数码照片蛋糕138元;,周一至周日 08:00-01:00,13876910403/18608958687,586,,柚子茶
5号咖啡馆,咖啡厅,3.7,罐头厂,19.609111,110.759493,文昌市文城镇文霞路（同福酒店后门斜对面）,8元奶油焦糖布丁，11.8元提拉米苏，12元美式薯条，15元秘制鸡翅，17.8元炒年糕，18.8元5号绵绵冰，21.8元秘制酱肉意面，28元单人套餐，28元抹茶盒子蛋糕，28元奥利奥盒子蛋糕，28元芒果盒子蛋糕，36元芒果流心酸奶芝士，37.8元西冷牛扒，38元榴莲盒子蛋糕，39.8元双人套餐;45代50元，79.8代100元;,周一至周日 09:00-21:00,18089882013,577,,"芝士蛋糕,秘制酱肉意面,炒年糕,西冷牛扒,卡布奇诺/拿铁（热/冷）,洛神菊花茶/陈皮玫瑰/菊花茶/茉莉花茶,百香果水/柠檬水/金桔水/柠檬茶,青柠檬冰沙/桔子冰沙,双煎荷包蛋,提拉米苏,秘制鸡翅,桔子冰沙/柠檬冰沙,西多士"
surprise森普瑞西点,蛋糕,5,玉沙路,20.023077,110.320924,龙华区玉沙路A8号12,6英寸蛋糕58元起，76元蛋糕2选1，榴莲蛋糕98元，6英寸情侣款蛋糕98元，8英寸动植物奶油-甜心女王118元，128元蛋糕3选1，10英寸蛋糕139元起，168元蛋糕2选1，12英寸蛋糕238元起，3层单车架蛋糕268元，12+10+8358元，6层私人订制主题蛋糕588元;,周一至周日 08:30-22:30,18889829941,577,,"榴莲蛋糕,8英寸微信红包蛋糕,麻将蛋糕,西点蛋糕,汽车蛋糕"
舌上舞蛙王餐厅,川菜,4.6,宜欣广场,20.02388,110.313439,龙华区宜欣广场负一楼F-D01,2-3人餐98元，3-4人餐148元，6人餐208元;,周一至周日 午市 10:00-15:00 晚市 15:00-21:00,0898-68511042,577,,
重庆酸菜鱼(博雅路分店),酸菜鱼,3.3,琼山区,19.99395,110.37585,琼山区博雅纵一路绿色佳园北门对面,3-4人餐58元，双人餐58元，3-4人餐88元;,周一至周日 10:00-15:00 17:00-24:00,0898-65821649,574,,"巫山烤鱼,重庆酸菜鱼,黄瓜拌皮蛋"
品湘楼餐厅(柏雅轩酒店),湘菜,5,澄迈老城镇,19.972508,110.144382,澄迈县老城镇南海大道盈滨半岛路口（老城检票点对面）,2-3人餐19.8元;,周一至周日 早市 07:00-21:00,0898-67606661/15799050058,572,海南柏雅轩酒店是一家集客房、餐饮、棋牌为一体的精品商务酒店。地处盈滨半岛与南海大道交汇处 ，交通便利。距海口市中心仅19公里，美兰国际机场28公里。毗邻高尔夫温泉小区、博亚地产、恒大御景湾等多个高档小区。酒店秉承雅而不俗，现代时尚的设计理念，打造90多套风格迥异、配备光纤上网、数字电视、光纤WiFi、管家式服务的标准房与豪华房，满足客户多元化的需求。一楼的茗茶、咖啡、饮品更会让您领略椰岛的人文风情。二楼“湘妃阁”精品湘粤菜为您提供优雅的就餐环境，也可承接各类宴席。是您休闲、娱乐、商旅、美食的理想之选。一次驻足，一生眷顾。,
鸽先生滋味馆(龙华店),粤菜,4,龙昆北路,20.027268,110.330477,龙华区龙华路39号-2（近国寿大厦）,9.5折（买单立享）;,周一至周日 全天  非营业时段 2018-02-15至2018-02-18 全天,0898-66743277,571,,金丝虾
沐光小镇,清吧,5,龙华区,20.00132,110.308907,龙华区海垦街道滨涯路30号农垦中学对面（农垦中学）,35元1-2人啤酒特惠套餐，35.8元鸡尾酒系列4选1，52.8元今夜不回家/套餐，80元b52-轰炸机半打，98元西班牙维拉美伽—红酒套餐，158元3-4人啤酒套餐，168元福佳白百威二选一，288元4-6人雪花啤酒豪华套餐;,周一至周日 夜宵 20:00-02:30,17889786782,572,,
大福干煸王,粥类,3.6,海甸岛,20.049563,110.34466,美兰区海甸岛二东路水岸星城a区,3-4人餐98元，5-7人餐198元;,周一至周日 16:30-24:00,13078909861,566,,"炒花生米,绿头水鸭火锅,干煸绿头水鸭,干煸兔肉,干煸咸水鸭,葱花炒蛋"
大台北餐厅,甜点饮品,4.6,琼山区,19.998111,110.346683,琼山区板桥路2号（大陆街路口）,4.8元茶类4选1，7.8元奶盖系列，9.9元9.9下午茶系列，13.8元单人套餐3选1;16代20元;,周一至周日 09:00-23:00,15501702811,563,,"红豆绵冰,芒果奶盖,抹茶绵冰,芒果绵冰,绵冰,鸡腿饭,回锅肉"
百变菠萝包(宜欣广场店),快餐,4.7,宜欣广场,20.024961,110.312222,龙华区宜欣百货北门负一楼小吃街内,6.9元原味菠萝包+奶茶，9.5元糟粕醋，14.9元脏脏包+奶茶，25.8元脏脏包+奶茶;8.8代10元;,周一至周日 11:00-21:00  非营业时段 2018-02-16至2018-02-19 全天,18608930895,563,,
澳门皇茶,饮品店,5,宜欣广场,20.02485,110.311346,龙华区金贸中路置地花园南门铺面8号（宜欣广场对面）,8.8元饮品，9.9元饮品，19.9元单人套餐;,周一至周日 09:30-23:00  非营业时段 2018-02-15至2018-02-21 全天,13697577784,562,,
豪约客中西餐厅(海垦广场店),牛排,4.1,海秀中路,20.017672,110.318406,龙华区海垦广场客润佳超市负一层外租区域内B17号商铺,单人餐65元，双人餐128元，4人餐239元，6人餐369元，8人餐489元;76代80元，139代150元;,周一至周日 10:00-22:00,0898-68911858,562,,
可可西里西餐厅,西餐,3.5,海德路,20.00841,110.33512,龙华区海德路9号现代花园旁,21元下午茶，25元单人简餐，32元单人简餐，68元休闲小包厢;,周一至周日 08:00-00:00,0898-66731999,569,,
广东肠粉(忠介路店),地方小吃,3.2,忠介路,20.000455,110.355028,琼山区忠介路11号金金龙商场小吃一条街,6.8元广东肠粉招牌粉面2选1，6.8元猪杂汤/粉;,周一至周日 10:30-20:00,13907692294,561,,
香辣一族,川菜,4.4,儋州,19.522118,109.579848,儋州市发源路一街图书馆对面,双人餐29.9元，3-4人餐58元，2-3人餐58元，单人餐59元，2-3人餐78元;,周一至周日 10:00-03:00,15799054877,563,,
谭公子辣椒炒肉,湘菜,4.1,南亚广场,20.030852,110.351417,美兰区南亚广场3楼,68代100元;,周一至周日 11:00-21:00,0898-65301899,560,,
酸菜妹·家传米线,米线,4.5,中兴大街,19.518957,109.570328,儋州市那大镇中兴大道万福隆百佳汇超市门口旁边,4.9元家传原汤米线;,周一至周日 08:30-00:30,0898-32621835/15203046269,583,,
欣旺西点蛋糕,甜点饮品,4.2,美兰区,20.026487,110.341955,美兰区大英街18号,9折（买单立享）;BMW布丁蛋糕80元，双层布娃娃蛋糕118元，16英寸蛋糕168元起，三层欧式水果蛋糕188元;,周一至周日 08:00-22:00,13907687739,557,欣旺西点蛋糕，把顾客当成是朋友，让您吃上美味、健康、营养的好蛋糕，糕点种类繁多，味浓香，初恋般味道。位于明珠广场后大英街18号。,"巧克力蛋糕,水果蛋糕,奶油,栗子口味蛋糕"
